,open,close,high,low,volume,money,factor
2023-03-28,14.39,14.23,14.77,13.82,8319771.0,118955599.0,0.9862094522289544
2023-03-29,14.26,14.24,14.63,13.86,6371643.0,91187487.0,0.9862094522289544
2023-03-30,14.3,13.95,14.67,13.83,8850380.0,126260939.0,0.9862094522289544
2023-03-31,13.95,14.56,14.66,13.79,9896350.0,141469023.0,0.9862094522289544
2023-04-03,14.4,15.41,15.78,14.08,22094039.0,327787168.0,0.9862094522289544
2023-04-04,15.31,16.61,17.47,14.91,25026684.0,401619882.0,0.9862094522289544
2023-04-06,16.17,19.82,19.88,15.48,32596948.0,591663656.0,0.9862094522289544
2023-04-07,20.61,22.44,23.37,18.65,30579656.0,643860972.0,0.9862094522289544
2023-04-10,21.98,19.02,22.97,18.56,34098714.0,688394176.0,0.9862094522289544
2023-04-11,19.12,19.67,19.91,17.69,31304866.0,582516099.0,0.9862094522289544
2023-04-12,18.83,18.74,19.58,18.11,30565916.0,572605996.0,0.9862094522289544
2023-04-13,18.63,18.98,19.81,18.13,26650413.0,505913011.0,0.9862094522289544
2023-04-14,18.89,19.53,20.22,18.49,27703631.0,534937166.0,0.9862094522289544
2023-04-17,19.81,17.21,19.82,16.96,25404375.0,453271047.0,0.9862094522289544
2023-04-18,17.06,17.26,17.59,16.79,13465278.0,232758503.0,0.9862094522289544
2023-04-19,17.44,17.09,17.8,17.04,15077946.0,262848698.0,0.9862094522289544
2023-04-20,17.2,18.04,18.15,17.09,14481779.0,257727285.0,0.9862094522289544
2023-04-21,17.95,16.26,17.95,16.26,15976466.0,270570881.0,0.9862094522289544
2023-04-24,16.27,16.06,16.89,15.49,12155109.0,196564558.0,0.9862094522289544
2023-04-25,15.76,15.25,15.98,14.91,16571495.0,254310089.0,0.9862094522289544
2023-04-26,15.39,14.61,15.63,14.28,10575835.0,155995102.0,0.9862094522289544
2023-04-27,14.89,15.24,15.87,14.67,16086877.0,248455493.0,0.9862094522289544
2023-04-28,15.05,15.76,16.14,14.79,15029784.0,232615257.0,0.9862094522289544
2023-05-04,15.71,15.44,16.06,15.1,9532318.0,146873667.0,0.9862094522289544
2023-05-05,15.46,17.29,17.42,15.37,20244841.0,331431801.0,0.9862094522289544
2023-05-08,16.84,17.8,17.92,15.96,31784188.0,537829143.0,0.9862094522289544
2023-05-09,17.21,17.25,18.02,16.87,19075333.0,330273806.0,0.9862094522289544
2023-05-10,17.01,16.02,17.35,16.02,16706754.0,275642479.0,0.9862094522289544
2023-05-11,16.17,15.58,16.36,15.48,10666926.0,168653895.0,0.9862094522289544
2023-05-12,15.59,15.56,16.05,15.51,8526212.0,134292587.0,0.9862094522289544
2023-05-15,14.95,14.64,15.37,14.2,15922269.0,232597717.0,0.9862094522289544
2023-05-16,14.55,13.97,14.79,13.91,9090533.0,129252230.0,0.9862094522289544
2023-05-17,13.97,14.02,14.37,13.79,6489327.0,90815583.0,0.9862094522289544
