,open,close,high,low,volume,money,factor
2023-03-28,10.54,10.38,10.55,10.38,3283950.0,34302689.0,1.0
2023-03-29,10.35,10.26,10.43,10.22,2526850.0,26014811.0,1.0
2023-03-30,10.2,10.13,10.26,10.07,2686500.0,27203787.0,1.0
2023-03-31,10.13,10.27,10.29,10.11,2198300.0,22428648.0,1.0
2023-04-03,10.26,10.37,10.41,10.2,3321300.0,34210469.0,1.0
2023-04-04,10.34,10.17,10.34,10.16,2633650.0,26915236.0,1.0
2023-04-06,10.13,10.03,10.13,9.95,3349250.0,33558131.0,1.0
2023-04-07,10.03,10.53,10.56,9.99,8210223.0,85424108.0,1.0
2023-04-10,10.7,10.28,10.75,10.25,5123000.0,53708217.0,1.0
2023-04-11,10.33,10.22,10.37,10.15,2331050.0,23862970.0,1.0
2023-04-12,10.23,10.19,10.31,10.15,2516950.0,25677459.0,1.0
2023-04-13,10.23,10.34,10.36,10.11,2733275.0,28077435.0,1.0
2023-04-14,10.4,10.57,10.65,10.34,4609900.0,48448123.0,1.0
2023-04-17,10.57,10.28,10.59,10.27,3611300.0,37365998.0,1.0
2023-04-18,10.38,10.18,10.5,10.14,3905644.0,40142400.0,1.0
2023-04-19,10.15,10.05,10.15,10.02,2968844.0,29889559.0,1.0
2023-04-20,10.01,9.65,10.03,9.55,5459760.0,52764011.0,1.0
2023-04-21,9.65,9.52,9.7,9.44,2706660.0,25874647.0,1.0
2023-04-24,9.52,9.46,9.58,9.4,2631876.0,24955260.0,1.0
2023-04-25,9.44,9.13,9.48,9.0,4078850.0,37260513.0,1.0
2023-04-26,9.08,9.19,9.27,9.03,2486350.0,22892014.0,1.0
2023-04-27,9.09,9.46,9.54,9.08,4178200.0,39197248.0,1.0
2023-04-28,9.45,9.58,9.61,9.35,2382258.0,22584678.0,1.0
2023-05-04,9.58,9.76,9.81,9.53,2829494.0,27529204.0,1.0
2023-05-05,9.76,9.65,9.81,9.57,2087400.0,20134148.0,1.0
2023-05-08,9.65,9.64,9.72,9.51,2015480.0,19353164.0,1.0
2023-05-09,9.6,9.41,9.65,9.41,2064000.0,19619036.0,1.0
2023-05-10,9.38,9.51,9.53,9.34,1987300.0,18765964.0,1.0
2023-05-11,9.51,9.51,9.62,9.46,1301200.0,12406660.0,1.0
2023-05-12,9.53,9.49,9.67,9.46,2900050.0,27807300.0,1.0
2023-05-15,9.46,9.53,9.59,9.35,1806370.0,17099306.0,1.0
2023-05-16,9.55,9.46,9.57,9.45,1651600.0,15681067.0,1.0
2023-05-17,9.45,9.54,9.55,9.3,1946750.0,18410398.0,1.0
2023-05-18,9.54,9.5,9.58,9.46,1552150.0,14755642.0,1.0
2023-05-19,9.5,9.62,9.63,9.41,2082000.0,19857242.0,1.0
2023-05-22,9.58,9.7,9.73,9.55,2019150.0,19534685.0,1.0
2023-05-23,9.7,9.75,9.87,9.68,2511200.0,24599811.0,1.0
2023-05-24,9.67,9.72,9.81,9.62,1775710.0,17246320.0,1.0
2023-05-25,9.7,9.6,9.71,9.5,1993358.0,19098494.0,1.0
2023-05-26,9.61,9.59,9.65,9.51,1810912.0,17350429.0,1.0
2023-05-29,9.56,9.48,9.68,9.45,1863100.0,17789790.0,1.0
2023-05-30,9.45,9.43,9.58,9.34,1554400.0,14667310.0,1.0
2023-05-31,9.45,9.35,9.54,9.35,1585400.0,14977004.0,1.0
2023-06-01,9.45,9.3,9.45,9.22,2476500.0,23102595.0,1.0
2023-06-02,9.29,9.35,9.39,9.29,1598300.0,14926449.0,1.0
2023-06-05,9.35,9.44,9.44,9.28,1991879.0,18682633.0,1.0
2023-06-06,9.4,9.11,9.42,9.04,4465900.0,40980481.0,1.0
2023-06-07,9.16,10.02,10.02,9.06,11690784.0,113761330.0,1.0
2023-06-08,10.4,10.07,10.51,9.9,22918981.0,234301806.0,1.0
2023-06-09,10.17,9.95,10.47,9.87,13855768.0,139559819.0,1.0
2023-06-12,9.96,9.97,10.15,9.82,9882050.0,98211281.0,1.0
2023-06-13,9.84,9.77,9.96,9.72,7449150.0,73009223.0,1.0
2023-06-14,9.73,9.86,9.93,9.66,8021665.0,78946260.0,1.0
2023-06-15,9.83,9.72,9.94,9.67,5793808.0,56431938.0,1.0
2023-06-16,9.7,9.7,9.79,9.61,4713350.0,45740114.0,1.0
2023-06-19,9.79,9.67,9.8,9.63,4700600.0,45514896.0,1.0
2023-06-20,9.66,9.97,9.97,9.63,11563685.0,113399187.0,1.0
2023-06-21,9.88,9.43,9.88,9.42,8369834.0,80976173.0,1.0
2023-06-26,9.27,9.12,9.36,9.05,5267835.0,48186028.0,1.0
