,open,close,high,low,volume,money,factor
2023-03-28,26.45,26.61,27.33,25.77,7952679.0,211672477.0,0.9932518469518095
2023-03-29,26.31,26.16,26.77,25.82,5049237.0,132892315.0,0.9932518469518095
2023-03-30,26.0,25.06,26.04,24.94,4399503.0,111996201.0,0.9932518469518095
2023-03-31,25.08,25.66,25.9,24.44,3762809.0,95243353.0,0.9932518469518095
2023-04-03,25.53,26.34,27.29,25.46,4401394.0,115376306.0,0.9932518469518095
2023-04-04,26.4,26.22,27.1,25.45,5040907.0,132199399.0,0.9932518469518095
2023-04-06,25.57,24.96,25.81,24.81,4124232.0,104112602.0,0.9932518469518095
2023-04-07,25.14,25.92,26.27,24.41,4423034.0,113058561.0,0.9932518469518095
2023-04-10,25.74,24.98,26.67,24.83,3957685.0,101892262.0,0.9932518469518095
2023-04-11,24.98,26.87,27.47,24.84,7526376.0,199598020.0,0.9932518469518095
2023-04-12,27.37,32.24,32.24,27.36,13833038.0,406045767.0,0.9932518469518095
2023-04-13,31.78,35.27,38.24,30.0,14614700.0,505254526.0,0.9932518469518095
2023-04-14,34.99,32.97,37.74,32.5,12411187.0,428940992.0,0.9932518469518095
2023-04-17,31.88,30.4,32.58,30.08,9642344.0,297290627.0,0.9932518469518095
2023-04-18,30.62,31.29,31.32,29.35,8890139.0,272236329.0,0.9932518469518095
2023-04-19,30.42,30.33,32.1,30.1,8807380.0,274503619.0,0.9932518469518095
2023-04-20,30.0,30.92,31.08,29.55,7952687.0,242049331.0,0.9932518469518095
2023-04-21,30.79,27.81,30.79,27.47,7560743.0,217703515.0,0.9932518469518095
2023-04-24,27.8,28.81,29.46,27.61,6968615.0,200515279.0,0.9932518469518095
2023-04-25,29.04,29.8,30.49,27.62,8180393.0,240543846.0,0.9932518469518095
2023-04-26,29.13,27.85,29.38,26.72,6821387.0,191680687.0,0.9932518469518095
2023-04-27,28.18,30.28,32.35,27.81,10791446.0,327861949.0,0.9932518469518095
2023-04-28,29.49,32.46,32.58,29.49,10378488.0,323590769.0,0.9932518469518095
2023-05-04,31.29,33.48,35.01,30.77,10576406.0,352361733.0,0.9932518469518095
2023-05-05,32.55,33.29,37.41,31.66,10015797.0,340263025.0,0.9932518469518095
2023-05-08,34.11,34.78,36.58,32.78,8846596.0,305075107.0,0.9932518469518095
2023-05-09,32.46,31.73,33.63,31.5,7615109.0,247042445.0,0.9932518469518095
2023-05-10,31.1,38.08,38.08,31.1,7158618.0,258820288.0,0.9932518469518095
2023-05-11,41.72,45.7,45.7,40.06,10261529.0,447775833.0,0.9932518469518095
2023-05-12,46.16,48.02,52.61,45.7,16921919.0,822736438.0,0.9932518469518095
2023-05-15,48.01,47.3,49.17,45.15,11615910.0,543570258.0,0.9932518469518095
2023-05-16,48.72,45.73,51.93,45.73,12424111.0,607511384.0,0.9932518469518095
2023-05-17,41.78,47.28,49.27,41.78,12154827.0,557600855.0,0.9932518469518095
2023-05-18,47.28,45.27,49.22,44.94,11410387.0,533611096.0,0.9932518469518095
2023-05-19,45.2,39.25,46.14,39.12,12056664.0,497476624.0,0.9932518469518095
