,timestamp,open,high,low,close,volume
0,2023-05-01,1870.08,1886.49,1806.12,1830.73,445519.1779
1,2023-05-02,1830.73,1881.87,1822.94,1870.08,373753.2027
2,2023-05-03,1870.09,1916.52,1842.64,1905.12,465185.2501
3,2023-05-04,1905.12,1918.26,1866.71,1877.07,354528.6144
4,2023-05-05,1877.07,1998.36,1875.65,1993.3,546608.875
5,2023-05-06,1993.3,2019.0,1860.0,1896.33,608106.9915
6,2023-05-07,1896.33,1933.33,1867.59,1870.4,413268.8357
7,2023-05-08,1870.41,1883.97,1810.73,1847.56,625316.6168
8,2023-05-09,1847.55,1861.88,1830.99,1846.52,304396.186
9,2023-05-10,1846.53,1887.47,1790.51,1840.84,639933.3855
10,2023-05-11,1840.83,1842.02,1772.68,1794.3,522096.0725
11,2023-05-12,1794.31,1818.63,1740.0,1807.45,565539.8309
12,2023-05-13,1807.45,1817.03,1785.23,1795.11,212895.4373
13,2023-05-14,1795.12,1824.0,1789.82,1799.21,218101.0977
14,2023-05-15,1799.2,1846.7,1785.05,1816.2,388171.9261
15,2023-05-16,1816.21,1832.64,1796.2,1824.21,311238.6786
16,2023-05-17,1824.21,1837.5,1783.68,1822.12,352097.9913
17,2023-05-18,1822.12,1831.92,1771.12,1800.56,293755.311
18,2023-05-19,1800.56,1829.54,1796.81,1812.32,243116.4676
19,2023-05-20,1812.31,1828.87,1807.06,1819.42,127754.4349
20,2023-05-21,1819.42,1828.98,1797.21,1804.91,161517.8053
21,2023-05-22,1804.91,1828.27,1792.01,1817.35,237498.9423
22,2023-05-23,1817.36,1872.5,1815.24,1854.05,396869.6097
23,2023-05-24,1854.06,1854.09,1777.6,1799.89,420846.1445
24,2023-05-25,1799.89,1818.81,1761.41,1805.6,350633.0089
25,2023-05-26,1805.61,1838.2,1796.99,1827.79,275690.6854
26,2023-05-27,1827.8,1836.12,1812.18,1829.89,138824.9406
27,2023-05-28,1829.89,1918.65,1823.6,1908.64,378392.4371
28,2023-05-29,1908.64,1927.62,1873.65,1892.6,313593.4942
29,2023-05-30,1892.6,1917.0,1881.19,1900.59,272665.8402
30,2023-05-31,1900.58,1907.13,1846.95,1873.63,319255.5681
31,2023-06-01,1873.63,1889.2,1840.0,1861.78,270496.6097
32,2023-06-02,1861.78,1910.0,1847.51,1906.68,313004.0658
33,2023-06-03,1906.69,1907.92,1881.6,1892.06,148818.2427
34,2023-06-04,1892.05,1914.63,1884.22,1890.01,172683.0119
35,2023-06-05,1890.0,1890.63,1778.0,1810.5,555361.2683
36,2023-06-06,1810.49,1898.29,1797.18,1884.64,491407.2174
37,2023-06-07,1884.65,1897.8,1821.18,1832.13,429196.7064
38,2023-06-08,1832.12,1861.28,1828.31,1845.64,189270.4853
39,2023-06-09,1845.65,1855.0,1827.0,1840.37,198324.3252
40,2023-06-10,1840.37,1844.99,1715.03,1751.53,652324.6695
41,2023-06-11,1751.52,1778.25,1738.72,1752.76,219956.2434
42,2023-06-12,1752.77,1759.33,1720.0,1742.57,302132.4819
